Date/Time,Irradiation,Ambient_Temp,Module_Temp,Energy_kWh
5/15/2020 0:00,0,27.0047637,25.0607889,9425
5/15/2020 0:00,0,27.0047637,25.0607889,0
5/15/2020 0:00,0,27.0047637,25.0607889,9166
5/15/2020 0:00,0,27.0047637,25.0607889,0
5/15/2020 0:00,0,27.0047637,25.0607889,280.2142857
5/15/2020 0:00,0,27.0047637,25.0607889,4315
5/15/2020 0:00,0,27.0047637,25.0607889,0
5/15/2020 0:00,0,27.0047637,25.0607889,1238.533333
5/15/2020 0:00,0,27.0047637,25.0607889,0
5/15/2020 0:00,0,27.0047637,25.0607889,0
5/15/2020 0:00,0,27.0047637,25.0607889,5495
5/15/2020 0:00,0,27.0047637,25.0607889,1281.466667
5/15/2020 0:00,0,27.0047637,25.0607889,651.2
5/15/2020 0:00,0,27.0047637,25.0607889,0
5/15/2020 0:00,0,27.0047637,25.0607889,3075.333333
5/15/2020 0:00,0,27.0047637,25.0607889,269.9333333
5/15/2020 0:00,0,27.0047637,25.0607889,3177
5/15/2020 0:00,0,27.0047637,25.0607889,0
5/15/2020 0:00,0,27.0047637,25.0607889,1094.357143
5/15/2020 0:00,0,27.0047637,25.0607889,5692.2
5/15/2020 0:00,0,27.0047637,25.0607889,1866.2
5/15/2020 0:00,0,27.0047637,25.0607889,1872.5
5/15/2020 0:15,0,26.88081143,24.42186883,0
5/15/2020 0:15,0,26.88081143,24.42186883,0
5/15/2020 0:15,0,26.88081143,24.42186883,9166
5/15/2020 0:15,0,26.88081143,24.42186883,0
5/15/2020 0:15,0,26.88081143,24.42186883,0
5/15/2020 0:15,0,26.88081143,24.42186883,4315
5/15/2020 0:15,0,26.88081143,24.42186883,0
5/15/2020 0:15,0,26.88081143,24.42186883,0
5/15/2020 0:15,0,26.88081143,24.42186883,0
5/15/2020 0:15,0,26.88081143,24.42186883,5495
5/15/2020 0:15,0,26.88081143,24.42186883,0
5/15/2020 0:15,0,26.88081143,24.42186883,0
5/15/2020 0:15,0,26.88081143,24.42186883,0
5/15/2020 0:15,0,26.88081143,24.42186883,0
5/15/2020 0:15,0,26.88081143,24.42186883,0
5/15/2020 0:15,0,26.88081143,24.42186883,0
5/15/2020 0:15,0,26.88081143,24.42186883,9425
5/15/2020 0:15,0,26.88081143,24.42186883,0
5/15/2020 0:15,0,26.88081143,24.42186883,0
5/15/2020 0:15,0,26.88081143,24.42186883,0
5/15/2020 0:15,0,26.88081143,24.42186883,0
5/15/2020 0:15,0,26.88081143,24.42186883,0
5/15/2020 0:30,0,26.68205534,24.42729031,5495
5/15/2020 0:30,0,26.68205534,24.42729031,9166
5/15/2020 0:30,0,26.68205534,24.42729031,0
5/15/2020 0:30,0,26.68205534,24.42729031,0
5/15/2020 0:30,0,26.68205534,24.42729031,4315
5/15/2020 0:30,0,26.68205534,24.42729031,0
5/15/2020 0:30,0,26.68205534,24.42729031,0
5/15/2020 0:30,0,26.68205534,24.42729031,0
5/15/2020 0:30,0,26.68205534,24.42729031,0
5/15/2020 0:30,0,26.68205534,24.42729031,0
5/15/2020 0:30,0,26.68205534,24.42729031,0
5/15/2020 0:30,0,26.68205534,24.42729031,0
5/15/2020 0:30,0,26.68205534,24.42729031,0
5/15/2020 0:30,0,26.68205534,24.42729031,0
5/15/2020 0:30,0,26.68205534,24.42729031,0
5/15/2020 0:30,0,26.68205534,24.42729031,0
5/15/2020 0:30,0,26.68205534,24.42729031,0
5/15/2020 0:30,0,26.68205534,24.42729031,0
5/15/2020 0:30,0,26.68205534,24.42729031,0
5/15/2020 0:30,0,26.68205534,24.42729031,0
5/15/2020 0:30,0,26.68205534,24.42729031,9425
5/15/2020 0:30,0,26.68205534,24.42729031,0
5/15/2020 0:45,0,26.5005889,24.4206776,0
5/15/2020 0:45,0,26.5005889,24.4206776,0
5/15/2020 0:45,0,26.5005889,24.4206776,0
5/15/2020 0:45,0,26.5005889,24.4206776,0
5/15/2020 0:45,0,26.5005889,24.4206776,0
5/15/2020 0:45,0,26.5005889,24.4206776,0
5/15/2020 0:45,0,26.5005889,24.4206776,0
5/15/2020 0:45,0,26.5005889,24.4206776,9166
5/15/2020 0:45,0,26.5005889,24.4206776,0
5/15/2020 0:45,0,26.5005889,24.4206776,4315
5/15/2020 0:45,0,26.5005889,24.4206776,5495
5/15/2020 0:45,0,26.5005889,24.4206776,0
5/15/2020 0:45,0,26.5005889,24.4206776,0
5/15/2020 0:45,0,26.5005889,24.4206776,0
5/15/2020 0:45,0,26.5005889,24.4206776,0
5/15/2020 0:45,0,26.5005889,24.4206776,0
5/15/2020 0:45,0,26.5005889,24.4206776,0
5/15/2020 0:45,0,26.5005889,24.4206776,9425
5/15/2020 0:45,0,26.5005889,24.4206776,0
5/15/2020 0:45,0,26.5005889,24.4206776,0
5/15/2020 0:45,0,26.5005889,24.4206776,0
5/15/2020 0:45,0,26.5005889,24.4206776,0
5/15/2020 1:00,0,26.596148,25.08821041,0
5/15/2020 1:00,0,26.596148,25.08821041,0
5/15/2020 1:00,0,26.596148,25.08821041,9166
5/15/2020 1:00,0,26.596148,25.08821041,0
5/15/2020 1:00,0,26.596148,25.08821041,0
5/15/2020 1:00,0,26.596148,25.08821041,4315
5/15/2020 1:00,0,26.596148,25.08821041,0
5/15/2020 1:00,0,26.596148,25.08821041,0
5/15/2020 1:00,0,26.596148,25.08821041,0
5/15/2020 1:00,0,26.596148,25.08821041,0
5/15/2020 1:00,0,26.596148,25.08821041,5495
5/15/2020 1:00,0,26.596148,25.08821041,7540
5/15/2020 1:00,0,26.596148,25.08821041,0
5/15/2020 1:00,0,26.596148,25.08821041,0
5/15/2020 1:00,0,26.596148,25.08821041,0
5/15/2020 1:00,0,26.596148,25.08821041,0
5/15/2020 1:00,0,26.596148,25.08821041,0
5/15/2020 1:00,0,26.596148,25.08821041,0
5/15/2020 1:00,0,26.596148,25.08821041,0
5/15/2020 1:00,0,26.596148,25.08821041,0
5/15/2020 1:00,0,26.596148,25.08821041,0
5/15/2020 1:00,0,26.596148,25.08821041,0
5/15/2020 1:15,0,26.51274003,25.31796967,0
5/15/2020 1:15,0,26.51274003,25.31796967,0
5/15/2020 1:15,0,26.51274003,25.31796967,0
5/15/2020 1:15,0,26.51274003,25.31796967,0
5/15/2020 1:15,0,26.51274003,25.31796967,0
5/15/2020 1:15,0,26.51274003,25.31796967,0
5/15/2020 1:15,0,26.51274003,25.31796967,0
5/15/2020 1:15,0,26.51274003,25.31796967,9166
5/15/2020 1:15,0,26.51274003,25.31796967,0
5/15/2020 1:15,0,26.51274003,25.31796967,4315
5/15/2020 1:15,0,26.51274003,25.31796967,5495
5/15/2020 1:15,0,26.51274003,25.31796967,0
5/15/2020 1:15,0,26.51274003,25.31796967,0
5/15/2020 1:15,0,26.51274003,25.31796967,0
5/15/2020 1:15,0,26.51274003,25.31796967,0
5/15/2020 1:15,0,26.51274003,25.31796967,0
5/15/2020 1:15,0,26.51274003,25.31796967,0
5/15/2020 1:15,0,26.51274003,25.31796967,0
5/15/2020 1:15,0,26.51274003,25.31796967,0
5/15/2020 1:15,0,26.51274003,25.31796967,0
5/15/2020 1:15,0,26.51274003,25.31796967,0
5/15/2020 1:15,0,26.51274003,25.31796967,0
